,prototype,spacegroup_orig,spacegroup_relax,Egap,Egap_fit,compound
1167,"Ba4Cl6O1_ICSD_16026
",186,186,4.3831,6.82142,Ba8Cl12O2
1168,"Ba1Cl2_ICSD_183924
",62,62,5.1303,7.82864,Ba4Cl8
1169,"Ba1Cl2_ICSD_15705
",62,62,5.1175,7.81139,Ba4Cl8
1170,"Ba1Cl2_ICSD_186512
",62,62,5.0952,7.78133,Ba4Cl8
1171,"Ba1Cl2_ICSD_262674
",62,62,5.1068,7.79697,Ba4Cl8
1172,"Ba1I2_ICSD_15707
",62,62,3.4691,5.58935,Ba4I8
1173,"Ca1H2O2_ICSD_202232
",164,164,4.0424,6.36216,Ca1H2O2
1174,"Ca1H2O2_ICSD_202233
",164,164,4.03,6.34544,Ca1H2O2
1175,"Ca1H2O2_ICSD_64951
",164,164,4.1119,6.45584,Ca1H2O2
1176,"Ca1H2O2_ICSD_202228
",164,164,4.0936,6.43117,Ca1H2O2
1177,"Ca1H2O2_ICSD_34240
",164,164,4.1081,6.45072,Ca1H2O2
1178,"Ca1H2O2_ICSD_202221
",164,164,4.0959,6.43427,Ca1H2O2
1179,"Ca1H2O2_ICSD_202225
",164,164,4.0814,6.41473,Ca1H2O2
1180,"Ca1H2O2_ICSD_51411
",164,164,4.1546,6.5134,Ca1H2O2
1181,"Ca1H2O2_ICSD_202230
",164,164,4.0778,6.40987,Ca1H2O2
1182,"Ca1H2O2_ICSD_202227
",164,164,4.057,6.38184,Ca1H2O2
1183,"Ca1H2O2_ICSD_202222
",164,164,4.0879,6.42349,Ca1H2O2
1184,"Ca1H2O2_ICSD_202224
",164,164,4.0811,6.41432,Ca1H2O2
1185,"Ca1H2O2_ICSD_202231
",164,164,4.0638,6.391,Ca1H2O2
1186,"Ca1H2O2_ICSD_34241
",164,164,4.093,6.43036,Ca1H2O2
1187,"Ca1H2O2_ICSD_64950
",164,164,4.1003,6.4402,Ca1H2O2
1188,"Ca1H2O2_ICSD_43433
",164,164,4.1517,6.50949,Ca1H2O2
1189,"Ca1H2O2_ICSD_202223
",164,164,4.0885,6.4243,Ca1H2O2
1190,"Ca1H2O2_ICSD_202229
",164,164,4.0668,6.39505,Ca1H2O2
1191,"Ca1H2O2_ICSD_202226
",164,164,4.0735,6.40408,Ca1H2O2
1192,"Ca1H2O2_ICSD_202220
",164,164,4.0964,6.43495,Ca1H2O2
1193,"Ca1H2O2_ICSD_15471
",164,164,4.0346,6.35164,Ca1H2O2
1194,"Al1H3_ICSD_165294
",167,167,2.4559,4.22355,Al2H6
1195,"Al1H3_ICSD_168162
",167,167,2.4739,4.24782,Al2H6
1196,"Al1H3_ICSD_15225
",167,167,2.4589,4.2276,Al2H6
1197,"Al1H3_ICSD_182533
",167,167,2.4567,4.22463,Al2H6
1198,"H2O1_ICSD_249224
",1,19,5.4569,8.2689,H24O12
1199,"H2O1_ICSD_249225
",1,19,5.5489,8.39292,H24O12
1200,"H2O1_ICSD_249226
",1,4,5.45,8.2596,H24O12
1201,"H2O1_ICSD_249227
",1,4,5.4494,8.25879,H24O12
1202,"H2O1_ICSD_27837
",185,185,5.5311,8.36892,H24O12
1203,"H2O1_ICSD_249224
",1,1,5.4622,8.27605,H24O12
1204,"H2O1_ICSD_64771
",92,92,5.53,8.36744,H24O12
1205,"P4Se5_ICSD_16140
",33,33,1.746,3.26661,P16Se20
1206,"N2_ICSD_26482
",205,205,7.355,10.8275,N8
1207,"N2_ICSD_28179
",205,205,7.3546,10.827,N8
1208,"N2_ICSD_27249
",198,198,7.3705,10.8484,N8
1209,"N1_ICSD_426956
",205,205,7.3543,10.8266,N8
1210,"N2_ICSD_15819
",198,198,7.3874,10.8712,N8
1211,"N2_ICSD_15472
",205,205,7.3532,10.8251,N8
1212,"Be1O1_ICSD_31825
",186,186,7.431,10.93,Be2O2
1213,"Be1O1_ICSD_20703
",186,186,7.43,10.9286,Be2O2
1214,"Be1O1_ICSD_62733
",186,186,7.4627,10.9727,Be2O2
1215,"Be1O1_ICSD_391224
",186,186,7.4456,10.9497,Be2O2
1216,"Be1O1_ICSD_62731
",186,186,7.4366,10.9375,Be2O2
1217,"Be1O1_ICSD_616377
",186,186,7.455,10.9623,Be2O2
1218,"Be1O1_ICSD_62534
",186,186,7.4576,10.9658,Be2O2
1219,"Be1O1_ICSD_62728
",186,186,7.4628,10.9729,Be2O2
1220,"Be1O1_ICSD_163468
",186,186,7.4649,10.9757,Be2O2
1221,"Be1O1_ICSD_62736
",186,186,7.4636,10.9739,Be2O2
1222,"Be1O1_ICSD_62726
",186,186,7.4529,10.9595,Be2O2
1223,"Be1O1_ICSD_162675
",186,186,7.4564,10.9642,Be2O2
1224,"Be1O1_ICSD_601160
",186,186,7.4555,10.963,Be2O2
1225,"Be1O1_ICSD_61181
",186,186,7.456,10.9637,Be2O2
1226,"Be1O1_ICSD_62737
",186,186,7.4616,10.9712,Be2O2
1227,"Be1O1_ICSD_62730
",186,186,7.4588,10.9675,Be2O2
1228,"Be1O1_ICSD_29271
",186,186,7.4595,10.9684,Be2O2
1229,"Be1O1_ICSD_62727
",186,186,7.4521,10.9584,Be2O2
1230,"Be1O1_ICSD_15620
",186,186,7.4494,10.9548,Be2O2
1231,"Be1O1_ICSD_163819
",186,186,7.4622,10.972,Be2O2
1232,"Be1O1_ICSD_62738
",186,186,7.4481,10.953,Be2O2
1233,"Be1O1_ICSD_56144
",186,186,7.4437,10.9471,Be2O2
1234,"Be1O1_ICSD_62734
",186,186,7.4708,10.9836,Be2O2
1235,"Be1O1_ICSD_77373
",186,186,7.4456,10.9497,Be2O2
1236,"Be1O1_ICSD_34238
",186,186,7.4496,10.9551,Be2O2
1237,"Be1O1_ICSD_62729
",186,186,7.4441,10.9476,Be2O2
1238,"Be1O1_ICSD_41485
",186,186,7.455,10.9623,Be2O2
1239,"Be1O1_ICSD_34237
",186,186,7.4546,10.9618,Be2O2
1240,"Be1O1_ICSD_62732
",186,186,7.4612,10.9707,Be2O2
1241,"Be1O1_ICSD_62735
",186,186,7.4656,10.9766,Be2O2
1242,"Be1O1_ICSD_31072
",186,186,7.432,10.9313,Be2O2
1243,"Ba1Cu4S3_ICSD_15139
",63,63,0.5169,1.60978,Ba2Cu8S6
1244,"Ba1Br2_ICSD_15706
",62,62,4.3529,6.78071,Ba4Br8
1245,"Ba1Br2_ICSD_262675
",62,62,4.3845,6.82331,Ba4Br8
1246,"C2N2_ICSD_15870
",61,61,4.7918,7.37235,C8N8
1247,"Al1P1S4_ICSD_15910
",16,16,2.5834,4.39542,Al2P2S8
1248,"Al1P1S4_ICSD_56821
",105,131,0.0,0.0,Al2P2S8
1249,"Ca1Fe5O7_ICSD_16356
",63,63,0.4078,1.46271,Ca2Fe10O14
1250,"As4S3_ICSD_16145
",62,62,2.245,3.93926,As16S12
1251,"As4S3_ICSD_611308
",62,62,2.469,4.24121,As16S12
1252,"As4S3_ICSD_188058
",62,62,2.288,3.99722,As16S12
1253,"As4S3_ICSD_16105
",62,62,2.4523,4.2187,As16S12
1254,"As4S3_ICSD_188059
",62,62,2.4391,4.20091,As16S12
1255,"Ag3Au1S2_ICSD_15732
",213,213,0.6432,1.78003,Ag24Au8S16
1256,"P2Pd3S8_ICSD_16296
",164,164,1.846,3.40141,P2Pd3S8
1257,"P2Pd3S8_ICSD_35361
",164,164,1.8123,3.35598,P2Pd3S8
1258,"B2O3_ICSD_24047
",144,144,6.2644,9.35741,B6O9
1259,"B2O3_ICSD_36066
",144,152,6.2591,9.35027,B6O9
1260,"B2O3_ICSD_51575
",152,152,6.2893,9.39098,B6O9
1261,"B2O3_ICSD_16021
",144,152,6.2956,9.39947,B6O9
1262,"B2O3_ICSD_24649
",144,144,6.2544,9.34393,B6O9
1263,"Ag3Au1Se2_ICSD_171959
",214,214,0.4228,1.48293,Ag12Au4Se8
1264,"Ag3Au1Se2_ICSD_15734
",214,214,0.4342,1.4983,Ag12Au4Se8
1265,"Bi2Te3_ICSD_658764
",166,166,0.372,1.41446,Bi2Te3
1266,"Bi2Te3_ICSD_44983
",166,166,0.3076,1.32764,Bi2Te3
1267,"Bi2Te3_ICSD_617187
",166,166,0.2965,1.31268,Bi2Te3
1268,"Bi2Te3_ICSD_654934
",166,166,0.3455,1.37873,Bi2Te3
1269,"Bi2Te3_ICSD_617192
",166,166,0.3134,1.33546,Bi2Te3
1270,"Bi2Te3_ICSD_617174
",166,166,0.3698,1.41149,Bi2Te3
1271,"Bi2Te3_ICSD_20289
",160,166,0.0,0.0,Bi2Te3
1272,"Bi2Te3_ICSD_184631
",166,166,0.3244,1.35029,Bi2Te3
1273,"Bi2Te3_ICSD_42546
",166,166,0.3053,1.32454,Bi2Te3
1274,"Bi2Te3_ICSD_158366
",166,166,0.3759,1.41971,Bi2Te3
1275,"Bi2Te3_ICSD_74348
",166,166,0.2936,1.30877,Bi2Te3
1276,"Bi2Te3_ICSD_617182
",166,166,0.3691,1.41055,Bi2Te3
1277,"Bi2Te3_ICSD_15753
",166,166,0.277,1.2864,Bi2Te3
1278,"As4S5_ICSD_16107
",11,11,1.9759,3.57651,As8S10
1279,"B8S16_ICSD_15267
",14,14,2.5535,4.35512,B16S32
1280,"As4S4_ICSD_360
",2,2,0.1705,1.14283,As16S16
1281,"As4S4_ICSD_153279
",14,14,2.3827,4.12488,As16S16
1282,"As4S4_ICSD_185033
",14,14,1.055,2.33514,As16S16
1283,"As4S4_ICSD_185766
",14,14,2.3715,4.10978,As16S16
1284,"As4S4_ICSD_185786
",14,14,2.3576,4.09104,As16S16
1285,"As4S4_ICSD_80125
",14,14,2.0643,3.69568,As16S16
1286,"As4S4_ICSD_185771
",14,14,2.3335,4.05856,As16S16
1287,"As4S4_ICSD_185782
",14,14,2.3952,4.14173,As16S16
1288,"As4S4_ICSD_185767
",14,14,2.3524,4.08404,As16S16
1289,"As4S4_ICSD_185038
",14,14,0.9746,2.22676,As16S16
1290,"As4S4_ICSD_185037
",14,14,0.996,2.25561,As16S16
1291,"As4S4_ICSD_185780
",14,14,2.3445,4.07339,As16S16
1292,"As4S4_ICSD_185770
",14,14,2.3786,4.11935,As16S16
1293,"As4S4_ICSD_185783
",14,14,2.3951,4.14159,As16S16
1294,"As1S1_ICSD_180621
",14,14,1.952,3.5443,As16S16
1295,"As4S4_ICSD_173406
",14,14,2.1014,3.74569,As16S16
1296,"As4S4_ICSD_185039
",14,14,0.1811,1.15712,As16S16
1297,"As4S4_ICSD_185035
",14,14,0.0,0.0,As16S16
1298,"As4S4_ICSD_153278
",14,14,2.3726,4.11126,As16S16
1299,"As4S4_ICSD_173405
",14,14,2.1115,3.7593,As16S16
1300,"As4S4_ICSD_185774
",14,14,2.3802,4.12151,As16S16
1301,"As4S4_ICSD_153281
",14,14,2.3554,4.08808,As16S16
1302,"As4S4_ICSD_185032
",14,14,2.3811,4.12272,As16S16
1303,"As4S4_ICSD_185781
",14,14,2.3696,4.10722,As16S16
1304,"As4S4_ICSD_185772
",14,14,2.3709,4.10897,As16S16
1305,"As4S4_ICSD_185778
",14,14,2.38,4.12124,As16S16
1306,"As4S4_ICSD_185776
",14,14,2.3743,4.11356,As16S16
1307,"As4S4_ICSD_185777
",14,14,2.3715,4.10978,As16S16
1308,"As4S4_ICSD_185773
",14,14,2.3974,4.1447,As16S16
1309,"As4S4_ICSD_185765
",14,14,2.3895,4.13405,As16S16
1310,"As4S4_ICSD_185768
",14,14,2.3902,4.13499,As16S16
1311,"As4S4_ICSD_153277
",14,14,2.3931,4.1389,As16S16
1312,"As4S4_ICSD_185769
",14,14,2.3869,4.13054,As16S16
1313,"As1S1_ICSD_15238
",14,14,2.3932,4.13903,As16S16
1314,"As4S4_ICSD_185775
",14,14,2.3644,4.10021,As16S16
1315,"As4S4_ICSD_153280
",14,14,2.4016,4.15036,As16S16
1316,"As4S4_ICSD_185779
",14,14,2.3889,4.13324,As16S16
1317,"As4S4_ICSD_185036
",14,14,0.0,0.0,As16S16
1318,"As4S4_ICSD_185788
",14,14,2.4063,4.15669,As16S16
1319,"As4S4_ICSD_185784
",14,14,2.3432,4.07163,As16S16
1320,"As4S4_ICSD_173404
",14,14,2.1934,3.8697,As16S16
1321,"Cs1Cu1O2_ICSD_15097
",63,63,1.2829,2.64235,Cs2Cu2O4
1322,"In6S7_ICSD_640348
",11,11,0.3268,1.35353,In12S14
1323,"In6S7_ICSD_15317
",11,11,0.3335,1.36256,In12S14
1324,"As4S3_ICSD_16145
",62,62,2.245,3.93926,As16S12
1325,"As4S3_ICSD_611308
",62,62,2.469,4.24121,As16S12
1326,"As4S3_ICSD_188058
",62,62,2.288,3.99722,As16S12
1327,"As4S3_ICSD_16105
",62,62,2.4523,4.2187,As16S12
1328,"As4S3_ICSD_188059
",62,62,2.4391,4.20091,As16S12
1329,"Ge1Pb2S4_ICSD_637519
",14,14,1.9406,3.52893,Ge4Pb8S16
1330,"Ge1Pb2S4_ICSD_16272
",14,14,1.9928,3.59929,Ge4Pb8S16
1331,"F1_ICSD_426939
",2,2,0.0512,0.982018,F4
1332,"F2_ICSD_16262
",15,15,2.6045,4.42387,F4
1333,"F2_ICSD_22271
",12,12,2.5041,4.28853,F4
1334,"Al5C3N1_ICSD_606232
",186,186,0.8254,2.02564,Al10C6N2
1335,"Al5C3N1_ICSD_36303
",186,194,1.4366,2.84954,Al10C6N2
1336,"Al5C3N1_ICSD_26859
",186,194,1.433,2.84468,Al10C6N2
1337,"Al5C3N1_ICSD_14398
",186,186,0.821,2.01971,Al10C6N2
1338,"Cd1I2_ICSD_42409
",156,156,2.3894,4.13391,Cd9I18
1339,"Cd1I2_ICSD_42264
",156,156,2.3849,4.12785,Cd9I18
1340,"Cd1I2_ICSD_36484
",156,156,2.3917,4.13701,Cd9I18
1341,"Cd1I2_ICSD_108926
",156,156,2.3835,4.12596,Cd9I18
1342,"Cd1I2_ICSD_42218
",156,156,2.3762,4.11612,Cd9I18
1343,"Cd1I2_ICSD_42262
",164,164,2.3743,4.11356,Cd9I18
1344,"Cd1I2_ICSD_35447
",156,156,2.3982,4.14577,Cd9I18
1345,"Cd1I2_ICSD_15381
",156,156,2.3434,4.0719,Cd9I18
1346,"Cd1I2_ICSD_42221
",156,156,2.3895,4.13405,Cd9I18
1347,"Cd1I2_ICSD_42175
",156,156,2.4127,4.16532,Cd9I18
1348,"Cd1I2_ICSD_27269
",156,156,2.412,4.16438,Cd9I18
1349,"Cd1I2_ICSD_42220
",156,156,2.3879,4.13189,Cd9I18
1350,"Cd1I2_ICSD_42219
",156,156,2.4073,4.15804,Cd9I18
1351,"Cd1I2_ICSD_42263
",156,156,2.3905,4.13539,Cd9I18
1352,"Al6C3N2_ICSD_41260
",166,166,0.0,0.0,Al6C3N2
1353,"Al6C3N2_ICSD_14399
",160,166,0.0,0.0,Al6C3N2
1354,"Al6C3N2_ICSD_654993
",160,166,0.0,0.0,Al6C3N2
1355,"O2_ICSD_43430
",166,166,1.7335,3.24976,O2
1356,"O2_ICSD_15535
",166,166,1.543,2.99296,O2
1357,"O2_ICSD_173934
",166,166,1.7418,3.26095,O2
1358,"O2_ICSD_173933
",12,12,1.6303,3.11064,O2
1359,"O2_ICSD_18311
",12,12,1.6188,3.09514,O2
1360,"O2_ICSD_173932
",12,12,1.6241,3.10229,O2
1361,"O2_ICSD_43074
",12,12,0.0,0.0,O2
1362,"As2S3_ICSD_185819
",2,2,2.0006,3.60981,As8S12
1363,"Ba1Cu4S3_ICSD_659039
",62,62,0.8229,2.02227,Ba4Cu16S12
1364,"Ba1Cu4S3_ICSD_15138
",62,62,0.8448,2.05179,Ba4Cu16S12
1365,"P2Pt1_ICSD_71029
",205,205,0.8779,2.09641,P8Pt4
1366,"P2Pt1_ICSD_602147
",205,205,0.8721,2.08859,P8Pt4
1367,"P2Pt1_ICSD_647971
",205,205,0.8753,2.0929,P8Pt4
1368,"P2Pt1_ICSD_647967
",205,205,0.8755,2.09317,P8Pt4
1369,"P2Pt1_ICSD_43103
",205,205,0.8747,2.0921,P8Pt4
1370,"P2Pt1_ICSD_647970
",205,205,0.8751,2.09263,P8Pt4
1371,"P2Pt1_ICSD_74514
",205,205,0.8781,2.09668,P8Pt4
1372,"P2Pt1_ICSD_15026
",205,205,0.876,2.09385,P8Pt4
1373,"Cr1H8N2O4_ICSD_16047
",12,12,2.8754,4.78904,Cr2H16N4O8
1374,"La2S3_ICSD_641807
",62,62,0.9232,2.15747,La8S12
1375,"La2S3_ICSD_15151
",62,62,0.9296,2.1661,La8S12
1376,"La2S3_ICSD_166513
",62,62,0.9252,2.16017,La8S12
1377,"Ba1O1_ICSD_173921
",194,194,2.3603,4.09468,Ba2O2
1378,"Ba1O1_ICSD_15301
",129,129,2.7528,4.62377,Ba2O2
1379,"K2P2Pd1_ICSD_15584
",63,63,1.2547,2.60434,K4P4Pd2
1380,"Ba1Se2_ICSD_16358
",15,15,0.6224,1.752,Ba2Se4
1381,"Ba1Se3_ICSD_16359
",113,113,0.9308,2.16772,Ba2Se6
1382,"N2O2_ICSD_27871
",14,14,0.0,0.0,N4O4
1383,"Cr1Si2_ICSD_626781
",180,180,0.9304,2.16718,Cr3Si6
1384,"Cr1Si2_ICSD_71502
",180,180,0.9294,2.16583,Cr3Si6
1385,"Cr1Si2_ICSD_626776
",180,180,0.931,2.16799,Cr3Si6
1386,"Cr1Si2_ICSD_626792
",180,180,0.9304,2.16718,Cr3Si6
1387,"Cr1Si2_ICSD_96026
",181,181,0.929,2.16529,Cr3Si6
1388,"Cr1Si2_ICSD_626769
",180,180,0.9303,2.16704,Cr3Si6
1389,"Cr1Si2_ICSD_626798
",180,180,0.9277,2.16354,Cr3Si6
1390,"Cr1Si2_ICSD_626765
",180,180,0.9291,2.16543,Cr3Si6
1391,"Cr1Si2_ICSD_626787
",180,180,0.9302,2.16691,Cr3Si6
1392,"Cr1Si2_ICSD_16836
",180,180,0.9299,2.16651,Cr3Si6
1393,"Pd1S2_ICSD_648747
",61,61,0.669,1.81481,Pd4S8
1394,"Pd1S2_ICSD_166276
",61,61,0.6337,1.76723,Pd4S8
1395,"Pd1S2_ICSD_16694
",61,61,0.6322,1.76521,Pd4S8
1396,"Pd1S2_ICSD_648753
",61,61,0.669,1.81481,Pd4S8
1397,"Ge1_ICSD_173524
",96,96,0.3187,1.34261,Ge12
1398,"Ge1_ICSD_173520
",96,96,0.318,1.34166,Ge12
1399,"Ge1_ICSD_173517
",96,96,0.3195,1.34369,Ge12
1400,"Ge1_ICSD_173525
",96,96,0.3152,1.33789,Ge12
1401,"Ge1_ICSD_173521
",96,96,0.3187,1.34261,Ge12
1402,"Ge1_ICSD_173526
",96,96,0.3158,1.3387,Ge12
1403,"Ge1_ICSD_16570
",96,96,0.3173,1.34072,Ge12
1404,"Ge1_ICSD_173528
",96,96,0.3181,1.3418,Ge12
1405,"Ge1_ICSD_173516
",96,96,0.3165,1.33964,Ge12
1406,"Ge1_ICSD_173519
",96,96,0.3173,1.34072,Ge12
1407,"Ge1_ICSD_173527
",96,96,0.3195,1.34369,Ge12
1408,"Ge1_ICSD_173518
",96,96,0.3209,1.34557,Ge12
1409,"Ge1_ICSD_419380
",96,96,0.317,1.34032,Ge12
1410,"Ge1_ICSD_16954
",96,96,0.3187,1.34261,Ge12
1411,"Ge1_ICSD_173522
",96,96,0.3155,1.33829,Ge12
1412,"Ge1_ICSD_173523
",96,96,0.3178,1.34139,Ge12
1413,"Al4C1O4_ICSD_18204
",36,36,3.816,6.05697,Al8C2O8
1414,"Ag1As1S2_ICSD_18101
",148,148,1.7361,3.25326,Ag6As6S12
1415,"P4S3_ICSD_648047
",62,62,2.817,4.71032,P32S24
1416,"P4S3_ICSD_417154
",62,62,2.8123,4.70398,P32S24
1417,"P4S3_ICSD_648048
",62,62,2.8221,4.71719,P32S24
1418,"P4S3_ICSD_648049
",62,62,2.8255,4.72177,P32S24
1419,"P4S3_ICSD_648046
",62,62,2.8151,4.70775,P32S24
1420,"Dy1Mn2O5_ICSD_18308
",55,55,1.3181,2.6898,Dy4Mn8O20
1421,"Cr1Ni1O4_ICSD_18116
",63,63,2.0103,3.62288,Cr2Ni2O8
1422,"Cr1Ni1O4_ICSD_23493
",63,63,2.0473,3.67276,Cr2Ni2O8
1423,"Mn5O8_ICSD_16956
",12,12,1.0411,2.3164,Mn5O8
1424,"Cs1Mn1O4_ICSD_16819
",62,62,2.2268,3.91473,Cs4Mn4O16
1425,"Mg1Mo1O4_ICSD_20418
",12,12,3.6112,5.7809,Mg4Mo4O16
1426,"Mn1O2_ICSD_20227
",87,87,1.2193,2.55662,Mn4O8
1427,"Mn1O2_ICSD_653914
",62,62,1.0113,2.27623,Mn4O8
1428,"Mn1O2_ICSD_171866
",62,62,1.0259,2.29591,Mn4O8
1429,"Mn1O2_ICSD_54114
",59,59,0.0,0.0,Mn4O8
1430,"C1O2_ICSD_59378
",205,205,6.6284,9.84808,C4O8
1431,"C1O2_ICSD_16428
",205,205,6.61,9.82328,C4O8
1432,"C1O2_ICSD_31085
",205,205,6.6121,9.82611,C4O8
1433,"C1O2_ICSD_22398
",205,205,6.6136,9.82813,C4O8
1434,"C1O2_ICSD_31077
",205,205,6.6392,9.86264,C4O8
1435,"C1O2_ICSD_31090
",205,205,6.6116,9.82544,C4O8
1436,"C1O2_ICSD_98407
",60,60,6.598,9.8071,C4O8
1437,"C1O2_ICSD_188894
",92,92,6.4133,9.55813,C4O8
1438,"C1O2_ICSD_98406
",92,92,6.429,9.57929,C4O8
1439,"Sb2Se3_ICSD_651518
",62,62,0.7553,1.93114,Sb8Se12
1440,"Sb2Se3_ICSD_651515
",62,62,0.7541,1.92953,Sb8Se12
1441,"Sb2Se3_ICSD_171569
",62,62,0.7562,1.93236,Sb8Se12
1442,"Sb2Se3_ICSD_651519
",62,62,0.7529,1.92791,Sb8Se12
1443,"Sb2Se3_ICSD_651516
",62,62,0.7551,1.93087,Sb8Se12
1444,"Sb2Se3_ICSD_30973
",62,62,0.7661,1.9457,Sb8Se12
1445,"Ge1O2_ICSD_79644
",152,152,3.1411,5.1472,Ge3O6
1446,"Ge1O2_ICSD_59628
",152,152,3.1339,5.1375,Ge3O6
1447,"Ge1O2_ICSD_59637
",152,152,3.143,5.14976,Ge3O6
1448,"Ge1O2_ICSD_79638
",152,152,3.1431,5.1499,Ge3O6
1449,"Ge1O2_ICSD_200733
",152,152,3.1546,5.1654,Ge3O6
1450,"Ge1O2_ICSD_59626
",152,152,3.1387,5.14397,Ge3O6
1451,"Ge1O2_ICSD_59624
",152,152,3.1388,5.1441,Ge3O6
1452,"Ge1O2_ICSD_637459
",152,152,3.1467,5.15475,Ge3O6
1453,"Ge1O2_ICSD_79643
",152,152,3.1466,5.15462,Ge3O6
1454,"Ge1O2_ICSD_200730
",152,152,3.1545,5.16527,Ge3O6
1455,"Ge1O2_ICSD_637457
",152,152,3.1385,5.1437,Ge3O6
1456,"Ge1O2_ICSD_59633
",152,152,3.1712,5.18778,Ge3O6
1457,"Ge1O2_ICSD_59630
",152,152,3.1366,5.14114,Ge3O6
1458,"Ge1O2_ICSD_59631
",152,152,3.145,5.15246,Ge3O6
1459,"Ge1O2_ICSD_66592
",154,154,3.1365,5.141,Ge3O6
1460,"Ge1O2_ICSD_53870
",152,152,3.1397,5.14532,Ge3O6
1461,"Ge1O2_ICSD_200732
",152,152,3.1534,5.16378,Ge3O6
1462,"Ge1O2_ICSD_200736
",152,152,3.1528,5.16297,Ge3O6
1463,"Ge1O2_ICSD_59627
",152,152,3.1419,5.14828,Ge3O6
1464,"Ge1O2_ICSD_66593
",154,154,3.1566,5.1681,Ge3O6
1465,"Ge1O2_ICSD_79642
",152,152,3.1571,5.16877,Ge3O6
1466,"Ge1O2_ICSD_66596
",154,154,3.1219,5.12132,Ge3O6
1467,"Ge1O2_ICSD_637458
",152,152,3.1342,5.1379,Ge3O6
1468,"Ge1O2_ICSD_637456
",152,152,3.1479,5.15637,Ge3O6
1469,"Ge1O2_ICSD_59635
",152,152,3.1343,5.13804,Ge3O6
1470,"Ge1O2_ICSD_59634
",152,152,3.155,5.16594,Ge3O6
1471,"Ge1O2_ICSD_59639
",152,152,3.1396,5.14518,Ge3O6
1472,"Ge1O2_ICSD_79639
",152,152,3.1412,5.14734,Ge3O6
1473,"Ge1O2_ICSD_200734
",152,152,3.1558,5.16702,Ge3O6
1474,"Ge1O2_ICSD_59632
",152,152,3.1399,5.14559,Ge3O6
1475,"Ge1O2_ICSD_79641
",152,152,3.1452,5.15273,Ge3O6
1476,"Ge1O2_ICSD_200731
",152,152,3.1538,5.16432,Ge3O6
1477,"Ge1O2_ICSD_79640
",152,152,3.1514,5.16109,Ge3O6
1478,"Ge1O2_ICSD_53869
",152,1,0.8869,2.10854,Ge3O6
1479,"Ge1O2_ICSD_66594
",154,154,3.1343,5.13804,Ge3O6
1480,"Ge1O2_ICSD_16577
",154,154,3.133,5.13628,Ge3O6
1481,"Ge1O2_ICSD_59625
",152,152,3.1399,5.14559,Ge3O6
1482,"Ge1O2_ICSD_59636
",152,152,3.1579,5.16985,Ge3O6
1483,"Ge1O2_ICSD_200735
",152,152,3.1525,5.16257,Ge3O6
1484,"Ge1O2_ICSD_637455
",152,152,3.1536,5.16405,Ge3O6
1485,"Ge1O2_ICSD_59629
",152,152,3.1446,5.15192,Ge3O6
1486,"Ge1O2_ICSD_66595
",154,154,3.1341,5.13777,Ge3O6
1487,"Cl2_ICSD_201697
",64,64,2.3811,4.12272,Cl4
1488,"Cl2_ICSD_24653
",64,64,2.3762,4.11612,Cl4
1489,"Cl2_ICSD_18154
",64,64,2.3775,4.11787,Cl4
1490,"Cl2_ICSD_201696
",64,64,2.3854,4.12852,Cl4
1491,"Cl1_ICSD_426934
",64,64,2.3605,4.09495,Cl4
1492,"Cl2_ICSD_201699
",64,64,2.3769,4.11706,Cl4
1493,"Cl2_ICSD_201698
",64,64,2.3874,4.13122,Cl4
1494,"Al4Bi2O9_ICSD_26807
",55,55,2.7999,4.68727,Al8Bi4O18
1495,"Al4Bi2O9_ICSD_200051
",55,55,2.7985,4.68538,Al8Bi4O18
1496,"Al4Bi2O9_ICSD_20069
",55,55,2.7998,4.68713,Al8Bi4O18
1497,"Al4Bi2O9_ICSD_88775
",55,55,2.7946,4.68012,Al8Bi4O18
1498,"Ce1I4O12_ICSD_20033
",86,86,2.0016,3.61116,Ce2I8O24
1499,"Ce1I4O12_ICSD_16665
",86,86,1.9981,3.60644,Ce2I8O24
1500,"As4Pb9S15_ICSD_18097
",160,160,1.5735,3.03408,As4Pb9S15
1501,"K2Mo2O7_ICSD_20133
",2,2,3.3371,5.41141,K4Mo4O14
1502,"Ho1Nb1O4_ICSD_73392
",15,15,4.1865,6.5564,Ho2Nb2O8
1503,"Al5B1O9_ICSD_167314
",36,36,4.9393,7.57118,Al10B2O18
1504,"Al5B1O9_ICSD_20172
",36,36,4.9383,7.56983,Al10B2O18
1505,"Al20B4O36_ICSD_38029
",36,36,4.9411,7.5736,Al10B2O18
1506,"Al5B1O9_ICSD_167308
",36,36,4.9384,7.56996,Al10B2O18
1507,"Al5B1O9_ICSD_167315
",36,36,4.94,7.57212,Al10B2O18
1508,"Al5B1O9_ICSD_167316
",36,36,4.9388,7.5705,Al10B2O18
1509,"Al5B1O9_ICSD_167313
",36,36,4.9442,7.57778,Al10B2O18
1510,"Al5B1O9_ICSD_167309
",36,36,4.9417,7.57441,Al10B2O18
1511,"Al5B1O9_ICSD_167310
",36,36,4.9438,7.57724,Al10B2O18
1512,"Al5B1O9_ICSD_167307
",36,36,4.9404,7.57266,Al10B2O18
1513,"Al5B1O9_ICSD_167311
",36,36,4.9394,7.57131,Al10B2O18
1514,"Al5B1O9_ICSD_167312
",36,36,4.9367,7.56767,Al10B2O18
